target_word,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
legs,-0.010738,-0.363,-0.28973,0.26098,-0.082924,0.3954,-0.27242,-0.13227,0.54308,-0.10466,-0.038549,0.012701,-0.90187,-0.40721,0.31412,0.63493,0.22942,0.13799,0.17574,-0.25417,0.73188,-0.16126,-0.48006,-0.17372,-0.0066043,0.048637,-0.23129,0.26063,-0.058277,0.26639,-0.45234,0.11636,-0.20773,0.36245,0.20146,0.048621,0.079671,0.22168,0.11913,0.085698,-0.31192,0.064698,0.45455,0.30973,-0.20756,-0.14611,0.12767,0.26538,-0.14245,-0.068338,0.0023218,0.10422,0.20866,-0.4518,-0.26727,-0.40606,0.26105,0.41367,0.14744,0.21386,0.28532,-0.0048102,0.27887,-1.0324,0.53813,-0.27766,-0.23957,-0.091206,-0.087591,-0.36459,-0.51417,0.31266,-0.027746,-0.96285,0.22428,0.27871,-0.23044,-0.10376,-0.24257,-0.46228,-0.24647,0.84841,0.47056,-0.0025846,-0.41099,0.27561,0.36025,0.30932,-0.80797,-0.28852,-0.23205,-0.1004,0.42703,-0.55422,-0.51873,-0.4053,0.50151,-0.32707,-0.30735,-0.13477
lion,-0.23969,-0.7975,-0.24449,0.94621,0.15015,-0.46244,0.016627,0.43346,0.2457,-0.27485,-0.048512,0.17698,-0.37888,-0.3701,-0.47165,0.39364,0.53949,-0.17546,0.0066961,-0.086838,0.50288,0.16046,-0.91954,0.022352,-0.36518,0.42549,0.012267,0.51017,0.071158,0.068336,-0.21225,0.12858,-0.17193,0.37837,0.15576,-0.44953,0.086998,0.047559,0.29847,-0.29825,0.07693,0.0071757,0.0078649,0.30193,0.61874,-0.32234,-0.092561,-0.059724,-0.20401,-0.17369,0.26744,-0.072261,0.59253,-0.2935,-0.27131,0.15776,0.22033,0.42926,0.52322,-0.23682,0.038725,-0.27228,0.029162,-0.68885,0.35461,-0.19358,-0.024337,-0.13016,-0.18519,0.1422,-0.22124,-0.29221,0.079051,-0.16918,0.068699,-0.042976,0.42582,0.038719,-2.7749e-5,-0.25032,-0.17165,0.55664,0.22992,-0.038135,0.2036,0.74232,0.10497,0.19908,-0.9989,-0.092603,0.73309,-0.18122,0.31567,-0.36402,0.39561,-0.11992,-0.034375,0.011836,-0.30782,-0.0039722
bright,0.061747,-0.26085,0.43055,0.32264,-0.11956,-0.047742,-0.3337,-0.33375,0.076404,-0.39749,-0.53799,-0.09874,-0.45981,0.12559,0.16967,0.16112,0.032645,-0.082581,0.1388,0.068512,0.2475,-0.085353,-0.43485,-0.003529,-0.62409,0.052975,0.34058,0.86245,-0.047692,-0.077409,-0.48666,0.3098,-0.47429,0.013048,-0.17645,-0.39868,0.34042,0.47211,0.58532,0.41626,-0.35093,-0.090595,0.050304,0.56363,0.59838,0.065512,0.021124,0.48494,-0.60571,0.20487,-0.16334,0.30761,-0.062095,-0.29374,-0.46095,-0.16037,0.27531,0.029224,0.14163,-0.17532,0.17844,-0.64565,0.16328,-0.21347,-0.084416,0.068879,-0.16589,-0.18987,-0.68014,-0.13393,-0.41162,0.075323,0.10753,-0.096784,0.24269,0.23886,0.066107,-0.087095,0.14224,-0.091474,0.0042165,-0.19247,0.15549,-0.26183,-0.54071,0.36485,0.65776,0.10039,-0.33732,0.20987,0.09198,0.2995,0.57124,-0.039022,0.12453,-0.24374,0.05148,-0.40871,-0.26414,-0.12504
neck,-0.10584,-0.15257,0.062083,0.49908,-0.24458,0.24784,-0.34523,0.191,0.57428,0.020226,-0.28035,-0.26565,-0.37052,-0.39853,0.4076,0.43807,0.28639,0.34323,0.14011,0.065405,0.51284,-0.26717,-0.54573,-0.34756,-0.23223,-0.12782,-0.55428,0.21498,-0.094835,0.11204,-0.28754,-0.011698,-0.42848,0.47147,0.15323,0.14983,0.058725,0.12013,0.16213,-0.082701,-0.023767,0.078347,0.48482,0.44032,-0.047992,0.086368,0.0048329,0.39744,-0.15533,-0.042164,0.4835,0.37991,0.26969,-0.57307,-0.19495,-0.40147,0.10715,0.19912,0.5234,0.081276,0.47398,0.13394,0.44453,-1.1152,0.31651,-0.21708,-0.14252,0.0072932,-0.57623,-0.80569,-0.09192,0.54204,0.11029,-0.61758,0.10498,-0.2472,0.4716,0.088188,-0.33416,-0.096868,-0.038765,0.49756,0.22518,-0.19409,-0.26508,0.35387,0.043703,-0.060645,-0.59452,0.30139,-0.097521,0.057593,0.0048492,-0.28071,-0.53673,-0.66276,0.52747,-0.23574,-0.47345,-0.029677
compact,-0.57487,-0.13897,0.090005,0.18261,0.19391,0.13171,-0.26371,-0.090559,0.65511,-0.55182,0.13314,-0.19151,-0.15655,-0.36592,-0.0086215,-0.46654,-0.5761,0.46362,0.59551,-0.28296,0.1447,0.49534,-0.027992,-0.66485,-0.027828,0.28316,-0.25764,0.64606,0.23371,-0.28859,-0.25313,0.68363,-0.35752,-0.24308,-0.46523,-0.008972,0.10999,0.35339,0.020664,0.055023,0.40479,-0.10281,-0.36584,0.36845,-0.16937,0.14746,0.01889,-0.11883,-0.0021179,-0.2121,-0.006725,0.34943,0.10504,-0.3067,0.065289,-0.04482,0.25596,0.17191,0.10523,-0.22143,0.11193,0.38094,0.74533,0.087381,-0.13166,-0.0863,-0.2166,-0.10201,-0.73897,-0.35639,0.0057688,-0.055995,0.28133,-0.25916,0.68266,0.65441,0.03711,-0.038375,0.21518,-0.38779,-0.53159,0.093853,-0.47078,0.048933,-0.92693,0.11786,-0.038185,0.34439,0.2301,-0.37256,-0.35412,-0.071683,0.061571,0.033601,-0.26419,-0.47028,-0.1917,-0.64795,-0.042182,-0.087527
flash,-0.24758,-0.77322,0.70196,0.41512,0.39072,-0.040061,-0.36397,-0.44153,-0.13283,-0.57148,0.039464,0.23357,-0.10922,-0.0048136,-0.28105,-0.081044,-0.28682,-0.59221,0.26363,0.19531,0.10017,0.071065,-0.56114,-0.29196,0.032435,-0.016692,-0.11405,0.44908,-0.18735,-0.37511,-0.033633,0.15665,-0.71607,0.22475,-0.38138,0.012615,-0.2938,0.27223,-0.29116,0.33908,0.52565,0.34947,0.21968,0.397,0.94246,0.03185,-0.05369,-0.017427,-0.11655,0.22786,-0.053131,0.74036,-0.28582,-0.64105,-0.37767,0.14741,-0.28253,-0.21509,0.21785,0.24561,0.028743,-0.071043,0.54962,-0.17414,-0.28955,0.44527,0.026114,-0.055604,-0.80095,-0.23349,-0.21564,0.13184,-0.033749,-0.27602,-0.13737,0.021668,-0.016073,-0.091723,-0.26647,0.046955,-0.16275,0.098509,0.41515,0.029817,0.039449,0.065456,-0.033562,0.032125,0.043946,-0.11418,-0.02924,0.041197,0.12567,-0.39232,-0.56602,-0.01917,-0.50556,0.097597,0.23199,0.20165
tiny,-0.017444,-0.37989,0.20407,0.27431,0.057946,0.39459,-0.35276,-0.32696,0.22132,-0.40713,-0.031037,-0.34226,-0.35235,-0.13805,-0.065787,-0.10851,0.20817,0.26418,0.29927,0.37952,0.1812,-0.017724,-0.4308,-0.36218,-0.12011,0.24739,-0.27143,0.36807,-0.010741,-0.14587,-0.76894,0.28069,-0.28751,-0.039775,-3.7962e-4,-0.02691,0.33773,0.057482,-0.0011617,0.46344,-0.10156,0.14501,-0.36295,0.078361,0.55726,-0.41216,-0.31237,0.11196,0.095015,-0.30627,0.037986,0.30918,0.064428,-0.14155,-0.04588,0.15287,-0.040195,-0.014678,0.15057,0.11836,0.38094,-0.0314,0.11412,-0.09885,0.060981,0.17609,0.027781,0.44767,-0.11544,-0.36639,-0.23717,-0.1053,0.069884,-0.24728,0.42591,0.05265,0.20366,0.17528,-0.030025,-0.19366,-0.17444,-0.13586,0.23735,0.29231,-0.24324,0.20168,-0.0042133,-0.079559,-0.66372,0.098955,-0.06967,-0.23669,0.15677,-0.33327,-0.70983,-0.088101,-0.063003,-0.31503,-0.20707,-0.011265
thick,-0.23326,-0.43201,0.65894,0.47236,0.13232,0.35284,-0.11846,-0.35156,0.81321,-0.27127,-0.029395,-0.18341,-0.62507,-0.4889,-0.0031254,0.32466,-0.051959,0.43626,0.119,-0.16932,0.35849,-0.028146,-0.43597,0.15617,-0.46178,-0.29023,-0.19684,0.191,-0.19889,-0.33689,-0.49931,0.2554,-0.43873,-0.0080352,-0.0038777,-0.044431,0.22289,0.45459,0.044352,0.48123,0.07854,0.057394,0.20958,0.10996,0.29937,-0.037069,-0.4542,0.40305,-0.24683,0.15931,0.16548,0.29157,0.51478,0.13378,-0.30066,-0.36247,0.097195,-0.31234,0.28343,0.3009,0.071377,0.30132,0.10068,-0.48728,0.12125,-0.17409,0.15935,0.17259,-0.75419,-0.20743,-0.45707,0.046586,0.33659,-0.35647,0.47006,-0.30063,-0.16508,0.10403,-0.10031,-0.4449,0.071604,-0.31356,-0.094073,-0.18318,-0.79821,0.39452,0.42312,0.13762,-0.15395,-0.42762,-0.15162,-0.51661,0.37275,-0.37712,-0.7558,-0.67051,0.32995,-0.32829,-0.6119,-0.26848
rough,-0.15727,-0.10726,0.15444,0.15626,0.040392,0.033986,-0.19958,0.086407,0.61167,-0.15616,0.21854,-0.61836,-0.36169,-0.50582,0.10605,-0.037659,-0.27637,0.35661,0.11851,-0.21685,0.22727,0.086594,-0.50908,0.20201,-0.56561,-0.12507,-0.0011504,0.24564,-0.059647,-0.11571,-0.54904,0.21611,-0.45354,-0.25831,0.10049,-0.43178,0.28517,0.075941,0.11885,0.011286,0.098424,0.095106,0.23122,0.4902,0.21951,0.34137,0.034805,0.24292,0.25613,-0.46876,-0.23582,0.3122,-0.079964,-0.31079,-0.35953,-0.05383,0.26358,-0.196,-0.033024,0.20788,0.05238,0.16737,0.1946,-0.62867,0.27768,-0.059928,-0.11973,-0.25916,-0.58729,0.30555,0.15888,0.18222,0.079204,-0.28779,0.029696,-0.23307,-0.2712,0.22226,-0.036602,-0.10939,-0.23459,-0.12686,0.090384,-0.15621,-0.69507,0.57276,0.21794,0.3158,-0.20266,0.11603,0.18104,0.19486,0.22169,0.068258,-0.099868,-0.73269,0.31426,-0.59852,-0.56315,-0.29633
nose,-0.3644,-0.33313,0.26999,0.8942,-0.25697,-0.12375,-0.29634,-0.020699,0.26983,-0.26305,-0.015428,-0.16591,-0.6619,-0.56561,0.13652,0.45198,0.35333,0.16283,-0.071113,-0.07676,0.17485,-0.26691,-0.5165,-0.40342,-0.24049,-0.25744,-0.18814,0.5574,-0.27093,0.11822,-0.16383,0.13098,-0.32797,0.024259,0.034496,0.27207,0.1649,0.095883,0.027783,0.024214,-0.11983,-0.16185,0.66211,0.41497,-0.094209,-0.17591,0.36896,-0.06521,-0.2268,-0.089673,0.24103,0.22326,0.53834,-0.49415,-0.10263,-0.29409,0.13634,0.21963,0.17844,0.39398,0.066138,-0.30717,0.16866,-0.77091,0.41643,-0.057065,-0.10185,-0.39406,-0.2929,-0.94111,-0.011852,0.36489,0.016616,-0.59126,0.20063,-0.13323,-0.077956,0.20851,-0.11204,-0.28139,0.1536,0.33601,0.25559,0.10714,-0.44266,0.30916,0.30321,0.49247,-0.43449,0.0065971,0.026162,0.21244,0.36574,-0.12832,-0.92831,-0.2721,0.18486,-0.058628,-0.11768,-0.48072
smooth,-0.51256,0.1116,0.14008,0.25469,0.11538,0.14925,0.032888,-0.5942,0.77913,-0.081509,-0.41443,-0.17036,-0.74104,-0.28811,-0.083531,-0.50038,-0.21463,0.23396,0.39477,-0.081058,0.44437,-0.11886,-0.10794,-0.29499,-0.38573,-0.30865,-0.4885,0.40987,-0.026308,-0.017035,-0.26538,0.70302,-0.13952,-0.16261,0.088825,0.068419,0.17686,0.42438,0.34075,0.07215,0.35663,-0.23983,0.37865,0.26892,-0.24704,-0.017762,0.035454,0.087427,0.040108,-0.41332,-0.14119,0.34454,-0.12189,-0.29816,-0.28206,-0.28207,-0.14082,-0.06684,-0.025204,0.05461,0.099748,0.24339,0.67755,-0.68691,0.25475,-0.21905,-0.087841,-0.1477,-0.56415,-0.22614,0.080442,0.18082,0.23653,-0.45393,0.35352,-0.18209,0.014575,0.52432,-0.056665,-0.47348,0.17277,0.031129,0.31992,-0.112,-0.78608,0.16184,0.40714,0.67917,0.090321,-0.23199,-0.0064377,-0.3724,0.49353,0.11092,-0.50391,-0.55551,0.25471,-0.62029,-0.19463,-0.067912
sit,-0.043663,-0.049061,0.23532,-0.064276,0.10233,0.83796,-0.38726,0.27149,0.99377,-0.4206,-0.37227,0.10477,-0.31309,0.074456,-0.11515,0.46611,0.4215,0.17199,-0.34227,0.34999,0.34027,-0.23044,-0.047578,0.13141,0.21212,0.3094,-0.051704,0.19713,0.062534,-0.19011,-0.41757,0.36722,-0.27718,-0.41344,-0.41403,0.048047,-0.58554,0.18089,0.15591,0.13122,-0.36795,0.071645,0.57518,-0.0012376,0.017111,0.34524,0.51818,0.10241,-0.50267,0.099832,-0.3603,0.02664,0.21445,-0.21941,0.37792,0.17744,-0.034148,-0.33742,0.35497,-0.13303,0.17327,-0.01643,-0.35206,-0.31218,0.6231,-0.090784,-0.1153,0.095619,-0.11521,-0.54458,-0.29816,0.26513,-0.021642,-0.25022,-0.17317,0.32709,-0.060173,0.15723,0.35449,-0.18664,0.11719,0.56529,0.095385,-0.10381,-0.030558,-0.19291,0.42017,0.083978,-0.39818,-0.034355,0.074497,0.35197,0.10038,-0.26903,0.009452,-0.562,0.14057,-0.37961,-0.042604,0.23614
circular,0.025056,-0.034219,0.26435,0.12916,-0.16676,0.13508,-0.23776,-0.28628,0.54271,-0.21416,-0.11601,0.36256,-0.39559,-0.040639,-0.16309,0.11494,0.096761,0.25476,0.33953,-0.25907,0.2382,0.13238,-0.35409,-0.634,-0.076815,0.040484,-0.025025,0.34196,-0.067687,7.6015e-4,-0.63534,0.1661,-0.35319,-0.39825,-0.6032,0.099589,0.086551,-0.30437,0.091849,0.063009,0.056111,-0.0084201,-0.032043,0.3525,0.013162,0.053397,0.24665,0.16986,-0.16016,-0.54137,0.11112,-0.057049,0.22351,0.1465,-0.33197,-0.51984,-0.26159,-0.31197,0.41683,0.23298,0.18738,0.16227,0.45362,-0.26938,0.30658,0.25212,-0.25337,-0.26035,-0.12846,-0.3563,0.14541,0.22256,0.25381,-0.52637,0.22709,-0.13547,0.097262,0.4507,-0.1703,-0.81117,-0.3034,-0.059193,0.17025,-0.54733,-0.56583,0.12344,0.27583,-0.17391,-0.33443,-0.054904,0.36549,-0.28759,-0.18521,0.019288,-0.27873,-0.78951,-0.15809,-0.016544,-0.17654,-0.16071
sheep,0.1904,-0.02561,-0.40523,0.71507,0.080964,-0.18571,0.098221,-0.1995,0.42934,0.019902,-0.3538,-0.18543,-0.60844,-0.69025,-0.05265,0.25876,-0.21191,-0.0036322,0.07823,0.6748,0.23189,0.31531,-0.46983,0.019918,-0.051412,0.55934,0.43452,0.64913,-0.28256,0.049752,-0.29524,-0.33677,-0.50437,-0.063445,0.36503,-0.26438,-4.6363e-4,0.0036415,0.05607,-0.29894,-0.0067556,0.012735,-0.64767,0.072959,0.41686,0.075709,0.1348,0.17605,-0.30899,-0.60308,0.16154,0.035917,0.14569,-0.20096,0.26581,-0.0152,0.12987,0.14179,0.17797,0.24539,0.799,-0.054408,0.0328,-0.792,0.24058,-0.52791,-0.38968,-0.13714,0.13605,0.26916,-0.066445,0.010202,0.058335,-0.059418,-0.40661,0.13258,-0.046985,-0.1891,0.076203,0.18202,-0.38531,0.44001,-0.11113,0.74792,-0.32192,0.43671,0.16942,0.51437,-0.35903,-0.54435,0.48248,-0.56046,0.50188,-0.45147,-0.17465,-0.21968,0.042887,-0.13766,-0.77307,-0.083151
rubber,-0.17974,-0.43443,0.67953,0.65826,0.2581,-0.16375,-0.26522,-0.14223,0.71352,-0.28756,-0.19602,-0.16568,-0.042237,-0.46173,0.2387,-0.4495,0.43355,0.76098,0.37705,0.12982,0.26757,-0.41775,-0.10442,0.17143,-0.25479,-0.17312,0.0054057,0.28721,0.13692,-0.57219,-0.03256,-0.041464,-0.25791,-0.27914,-0.3317,0.45602,-0.22462,-0.21174,-0.31347,0.17411,0.334,-0.14215,-0.16013,0.11914,-0.28846,-0.28472,0.10508,-0.014726,-0.029554,-0.29712,-0.022552,0.51799,0.09055,-0.27935,-0.20911,-0.057666,0.40967,-0.16342,0.010087,-0.086698,0.75454,0.094473,0.56624,-0.55444,0.027582,0.21627,-0.26907,-0.28135,-0.30877,-0.3488,-0.31164,0.36606,0.37385,-0.33462,-0.04825,-0.1024,-0.31104,-0.12501,-0.24101,-0.11701,0.061092,0.42869,0.39165,0.13038,-0.38535,0.18281,0.082818,0.54904,0.13111,-0.040009,0.37207,-0.55927,0.018529,-0.572,-0.18176,-0.80009,0.48878,-0.18409,-0.056488,0.014383
snake,-0.35325,-0.70008,0.20676,-5.3283e-5,-0.17864,-0.31271,-0.13978,-0.28611,0.49895,-0.2969,0.095588,0.12592,-0.4969,-0.26365,-0.090011,0.39754,0.064144,-0.11676,0.24593,0.3481,0.42112,0.081897,-0.35559,-0.11815,-0.16398,-0.030471,0.15413,0.31859,-0.13323,0.03215,-0.19555,-0.15102,-0.57346,-0.068069,0.18268,0.16041,-0.099756,0.073431,0.35184,-0.25381,0.20118,0.18218,-0.0559,0.39814,0.50702,0.23036,0.069969,-0.025952,-0.27052,-0.44177,-0.27292,-0.31302,-0.10769,-0.78425,-0.27834,-0.093975,-0.028012,0.17328,0.29727,0.2213,0.40917,-0.33078,0.041859,-0.78368,0.12587,-0.44349,-0.11241,0.0055011,-0.17495,-0.049789,0.2468,-0.35797,0.26127,0.0092847,0.1891,-0.4635,-0.03312,-0.19486,-0.017529,-0.011152,0.24558,0.95915,0.12562,0.093818,-0.08473,0.71286,-0.25561,-0.026282,-0.80174,-0.070317,0.36566,-0.28107,0.39727,-0.10213,-0.49737,-0.80464,0.57308,0.096168,-0.24656,-0.2904
scales,0.27584,-0.14696,-0.29021,-0.2868,0.080326,0.10396,-0.4234,0.067046,0.45834,-0.65366,-0.050074,0.19941,-0.60341,0.32606,0.21879,0.66291,0.096021,0.30249,0.055958,0.16147,-0.0084976,-0.35351,-0.19222,-0.19359,-0.36104,0.0073245,-0.10536,0.12082,-0.65236,0.24975,-0.37125,0.62543,-0.28595,-0.14768,0.11731,-0.056121,0.43719,0.16404,-0.01156,-0.039371,0.0071335,-0.15839,-0.35066,0.26823,0.20463,-0.34069,0.1423,0.35095,-0.16395,0.0023635,-0.43153,-0.086383,0.091482,0.13247,-0.19302,-0.3208,0.22265,-0.064577,0.8549,-0.17983,0.16834,-0.069745,0.69675,-0.13944,-0.044381,-0.50316,-0.028212,-0.34352,-0.5519,-0.38692,-0.062315,-0.043301,0.52115,-0.17874,0.20596,0.018188,-0.44288,0.17143,-0.20697,-0.65909,-0.067059,0.0066729,0.20703,-0.18214,-0.62098,0.49367,-0.061379,0.12777,-0.19992,0.035562,-0.16125,-0.30964,0.3132,-0.39059,-0.10778,-0.77876,0.39254,-0.214,-0.4474,-0.10557
deer,-0.0013486,-0.39807,-0.0051483,0.52198,0.21045,-0.32133,0.32776,-0.25859,0.798,0.0012364,-0.12864,0.36096,-0.36073,-0.66727,-0.31401,0.73258,0.41289,-0.30316,0.19531,0.17363,0.34445,0.22419,-0.88715,-0.0096032,-0.15808,0.7165,0.28806,-0.026167,-0.15521,0.24678,-0.052831,-0.29681,-0.57199,0.44016,0.34817,-0.44401,0.092296,0.029172,0.65416,-0.22637,-0.2238,0.15089,-0.67358,0.41468,0.56925,0.15723,0.16272,0.15231,0.014234,-0.40853,-0.021365,-0.22319,-0.091514,-0.46696,0.23649,-0.018624,0.14701,0.6447,0.31776,0.0083229,0.86635,0.086707,0.1947,-0.90933,0.14701,-0.49994,-0.0035532,0.44655,-0.12158,-0.49832,0.11911,-0.12234,0.20841,0.19516,-0.33057,0.0673,0.1565,-0.32421,0.088005,-0.12474,-0.1255,0.78715,0.068193,0.42814,0.017477,0.46186,-0.080303,-0.029413,-0.62051,-0.071922,0.43868,-0.39314,0.66935,-0.38326,0.07207,-0.077884,-0.14511,-0.43723,-0.29173,-0.45253
wet,-0.047881,-0.60625,0.11077,0.05079,0.1878,0.26654,-0.21039,-0.36089,0.53271,-0.31813,-0.079304,-0.28632,-0.4997,-0.28186,-0.078911,0.23689,0.074005,0.27773,0.36509,-0.048796,0.27298,-0.038893,-0.31496,0.043289,-0.044132,-0.49823,-0.080842,0.47408,-0.46138,-0.31077,-0.026628,-0.060767,-0.56032,-0.089521,-0.29987,-0.14291,-0.013512,0.35205,0.28527,0.37754,-0.060627,-0.40307,0.17425,0.28202,0.12927,-0.074006,-0.0045204,0.11814,-0.13092,0.269,-0.1614,0.31,-0.27945,-0.052546,-0.14699,0.41844,-0.14359,-0.14493,-0.23916,0.32216,0.59634,0.25901,0.015752,-0.60762,-0.05741,0.13502,-0.2371,-0.25666,-1.0365,0.086924,-0.41905,0.44009,0.2358,0.017508,-0.47723,0.23488,-0.24328,-0.019192,-0.076761,0.25606,0.29964,0.068681,0.3697,0.19066,-0.51167,-0.050146,0.35727,0.43415,0.11896,-0.39331,0.41542,-0.38157,0.16984,-0.56256,-0.22399,-0.80978000000000006,0.34592,0.063812,-0.5478,-0.13957
fur,0.13653,-0.24318,0.14972,0.31456,0.18772,-0.29923,0.27612,0.0807,0.40506,0.0051091,0.86212,-0.44289,-0.10049,-0.70838,-0.50212,0.3931,0.14087,-0.023587,0.45905,0.13557,0.52809,-0.34417,-0.29499,0.45777,-0.57148,0.12706,0.043806,0.64904,-0.077098,-0.18007,-0.12434,0.21662,-0.56532,0.30717,0.35092,-0.51002,0.18613,0.098119,0.54258,0.26304,-0.17387,-0.36602,-0.29756,0.64046,0.27083,-0.0013959,0.13898,0.48402,-0.70279,-0.46796,-0.081133,0.17603,0.43974,-0.32957,-0.19673,-0.16878,0.54263,0.3766,-0.37026,0.37807,0.85243,-0.097701,0.56182,-1.0304,0.54745,-0.23804,-0.21963,0.46694,-0.68291,-0.050729,-0.53675,-0.2501,0.12796,-0.71547,0.086974,-0.17396,0.21893,-0.39849,0.19591,0.091082,0.12982,0.023037,-0.27618,0.3124,-0.69584,0.71704,-0.37788,0.065006,-0.50697,0.037843,0.031192,-0.27427,0.48035,-0.63912,0.20084,-0.47729,0.67342,-0.34057,-0.13156,-0.23477
elephant,-0.32402,-0.81928,-0.076121,0.16898,0.12377,-0.068941,-0.13123,-0.038394,0.4833,-0.34371,0.071615,-0.23746,-0.48244,-0.68542,-0.23332,0.43166,0.11699,0.097247,-0.046667,-0.022089,0.44158,-0.01737,-0.59921,-0.055464,-0.30376,0.11742,0.47097,0.11568,0.050343,0.17588,-0.54921,0.20609,-0.27438,-0.19722,-0.074359,-0.20013,-0.01102,-0.077884,0.15477,-0.10805,-0.024771,-0.20123,-0.054175,0.2838,0.42378,-0.3733,0.093015,-0.0087468,-0.19455,-0.23828,0.3108,-0.007966,0.42208,-0.41898,-0.27458,-0.13865,0.16434000000000001,0.096787,0.4148,-0.23368,0.060823,0.4639,0.055985,-0.86147,-0.010494,-0.25223,-0.019054,0.028512,-0.10923,0.024963,0.068542,0.031753,0.15879,-0.094942,0.13769,-0.19121,0.052659,-0.12161,-0.34161,-0.040605,-0.19279,1.0024,0.16904,-0.050301,0.34286,0.55705,-0.10063,0.14434,-0.61846,-0.22486,0.75563,-0.42783,0.5431,-0.16969,-0.23694,-0.034353,-0.24709,-0.063714,-0.35333,0.12328
silk,-0.059534,0.32982,0.17892,0.53545,0.23438,0.25542,-0.14767,-0.47449,0.45804,-0.32122,0.081607,0.49559,-0.059783,-0.39286,0.24316,-0.47887,0.47282,0.66974,0.18926,-0.20487,0.51199,-0.45754,-0.63065,0.44417,-1.2274,0.41034,-0.21171,0.25297,-0.13233,-0.11725,-0.1694,-0.35333,-0.31717,-0.20846,-0.18218,-0.0093492,-0.066312,0.085997,0.097886,-0.057824,-0.34069,-0.35233,-0.28797,0.18486,0.40137,-0.37051,0.22966,0.42023,-0.19508,0.24106,0.30088,0.55243,0.04484,-0.72648,-0.2911,0.042162,0.17221,0.22132,-0.14064,0.6571,0.53424,0.29082,0.4374,-0.28998,0.39986,0.079042,-0.39046,0.033029,-0.17629,0.22539,-0.37782,0.35326,-0.13665,-0.80798,0.037354,-0.54399,-0.17284,-0.24213,-0.14461,0.22258,-0.25153,0.53572,0.22907,0.016219,-0.33726,0.63605,-0.045249,0.27005,-0.13697,-0.25201,0.63614,-0.67529,0.61843,0.23537,0.26226,-0.51442,0.27241,-0.30562,-0.48589,-0.0071967
penguin,-0.20258,-0.57952,-0.16426,0.61074,0.38159,-0.42531,-0.028399,0.19182,0.12789,-0.68412,0.31544,-0.20201,-0.1253,-0.5422,-0.50568,0.29271,0.20591,0.37404,-0.21695,0.052633,0.47894,0.32836,-0.75058,-0.029399,-0.18764,0.051431,0.20211,0.48354,-0.50349,-0.67335,-0.68672,0.40609,-0.61312,-0.074006,0.20925,-0.52879,0.3768,-0.1537,0.046944,0.24568,0.038086,0.17072,0.14461,0.1631,0.58573,-0.10403,-0.13629,-0.27302,0.38918,-0.15607,-0.3199,0.44851,-0.25539,-0.30287,-0.88798,0.49307,0.23402,0.33363,-0.1922,-0.10238,-0.50122,0.19322,-0.1955,-0.40652,0.45964,-0.16461,-0.015086,-0.54842,-0.040126,0.40014,0.076106,0.090123,0.29826,-0.38963,0.14158,0.43623,0.40388,0.25866,0.13245,0.051046,-0.43521,0.26091,0.25831,-0.22329,-0.12506,0.51281,-1.1706,-0.068963,-0.37196,0.043304,0.09323,0.54264,0.23037,-0.16414,-0.21705,-0.60593,0.25209,-0.24302,-0.47373,-0.088181
leather,-0.27223,0.0060426,0.58815,0.62533,0.22634,0.15042,-0.33186,0.032889,0.47973,-0.14239,0.2037,0.059316,-0.035536,-0.65638,0.1369,-0.14172,0.6247,0.83773,0.19682,0.17641,0.22789,-0.31546,-0.55947,0.41209,-0.4366,0.01452,0.066793,0.32421,-0.17286,-0.60353,0.0074298,-0.026438,-0.7995,0.26259,-0.096274,0.27503,-0.08979,0.073749,-0.0026299,0.004217,0.32064,-0.40328,0.24087,0.18705,-0.021137,-0.015703,0.11805,0.13395,-0.21107,-0.12295,-0.13396,0.44433,0.20633,-0.54947,-0.061036,0.11991,0.53406,-0.14425,0.26615,0.033297,0.7572,0.11053,0.30366,-0.5966,0.20879,-0.27983,-0.43829,-0.26763,-0.532,-0.14652,-0.42349,0.34383,0.13459,-0.72922,-0.01442,-0.0035359,-0.22962,-0.58055,0.015325,-0.17513,0.020317,0.086062,0.17337,0.26383,-0.66331,0.53902,0.23792,0.33735,-0.074205,-0.39342,0.11858,-0.33883,0.24342,-0.58917,0.26089,-0.75226,0.4711,-0.36434,-0.23344,-0.053103
