target_word,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
crow,-0.21885,-0.53047,-0.071508,-0.048181,0.41196,-0.19437,-0.60231,-0.13267,0.78011,-0.60017,-0.028503,-0.29463,-0.17948,-0.48276,-0.17081,0.39342,0.15251,-0.16339,0.30945,0.20682,0.44601,0.10182,-0.4892,0.054822,-0.2322,0.20269,0.37408,-0.075059,-0.3494,0.082283,-0.80099,0.058762,-0.44185,0.084459,-0.056632,0.12417,0.32403,0.057854,0.33446,0.011404,0.12747,0.16965,0.32482,0.036274,0.25733,0.12398,0.54769,0.39262,0.043182,-0.65449,-0.37849,0.44212,0.17341,-0.34825,0.20529,-0.24247,-0.10166,0.34449,0.34897,-0.086018,-0.097633,0.0044185,-0.20031,-0.69535,0.069237,-0.41414,0.21749,0.37661,-0.40993,-0.091489,-0.56202,0.22897,-0.19813,0.54971,-0.15936,0.12111,0.3384,-0.45942,0.26821,-0.39461,-0.0031349,0.41241,0.3118,-0.204,-0.4448,0.33939,-0.41276,-0.35952,-1.1904,-0.20109,0.14751,0.10483,0.70913,-0.018835,-0.047698,-0.46315,0.075728,-0.1945,-0.29408,-0.49396
bat,0.1154,-0.34678,0.026046,0.25791,-0.34634,-0.053149,-0.18064,0.28071,0.25413,-0.58465,0.44936,-0.14685,-0.31241,0.053064,-0.18984,0.48179,0.29263,-0.52448,-0.15745,0.3676,0.6848,-0.62171,-0.36991,-0.026415,0.0092129,0.23183,0.15871,0.030579,0.16323,-0.33342,-0.36291,-0.24645,-0.23625,-0.11848,-0.26736,0.33543,0.33344,-0.0032949,0.16745,-0.087007,0.50993,0.026542,-0.32492,0.26433,0.51518,0.26937,0.056826,-0.13985,-0.41608,-0.17222,-0.1084,0.39266,0.38742,-0.41761,0.30282,-0.26556,-0.042674,0.19976,0.20903,0.24844,0.20699,-0.29548,-0.26815,-0.86783,0.11197,-0.15375,-0.15009,-0.082116,-0.43154,-0.39456,-0.28906,0.033138,0.0021372,-0.27901,0.1195,0.19814,-0.0047689,-0.076367,0.037991,-0.479,0.17381,0.79535,0.21815,-0.14948,0.079335,0.21086,-0.067759,0.028392,-0.31141,-0.24665,0.090683,0.052264,0.76394,-0.48565,-0.2772,-0.48843,-0.29643,-0.34296,-0.46095,-0.23507
hide,-0.31657,0.22938,0.076218,0.29576,0.042665,0.17037,-0.05324,-0.16848,0.22194,-0.35291,0.032819,-0.49112,-0.33171,-0.10288,-0.12183,0.061995,-0.1893,0.14607,-0.2407,0.2166,0.54227,-0.17782,-0.53546,0.12522,-0.20639,0.29404,0.15849,0.50368,0.26632,-0.28758,-0.45628,0.037616,-0.75584,0.14058,-0.22532,-0.13314,0.0087511,-0.021014,-0.26005,0.53284,-0.27734,0.12777,0.028049,0.1473,0.67749,0.019692,0.57272,-0.51224,-0.21634,0.085776,0.17224,0.0070443,0.20871,-0.16107,0.14807,-0.0012923,0.20477,0.079303,0.020368,-0.042451,0.46872,0.09965,-0.10075,-0.35828,0.56906,-0.073799,-0.24378,0.018364,-0.41188,-0.27907,-0.1547,-0.020622,0.11184,-0.16426,-0.26579,-0.13556000000000001,-0.23459,-0.26029,0.23924,-0.16844,0.28504,0.59615,0.58487,0.35606,-0.35904,0.037362,-0.1629,0.077339,0.0079374,6.1368e-4,0.092585,0.12365,0.18929,-0.0019176,-0.40272,-0.32578,0.14133,-0.013989,-0.3236,-0.19627
pig,-0.24123,-0.17172,-2.2408e-4,0.46962,-0.11086,-0.52329,0.10297,-0.065049,0.47448,-0.10805,-0.11574,-0.3243,-0.46775,-0.69956,-0.11295,0.29089,0.30882,-0.26116,0.1417,0.48938,0.35137,-0.083247,-0.46566,0.26937,0.012034,-0.187,0.2089,0.24862,-0.021522,-0.20467,-0.21815,-0.094026,-0.50722,-0.22302,-0.011766,-0.40221,0.18006,-0.41619,-0.19886,0.069026,0.1079,0.15784,-0.12193,-0.38124,0.36886,-0.23111,-0.15007,0.15579,0.12345,-0.7033,0.076629,0.28836,0.30894,-0.28443,0.25239,0.12364,0.22682,0.082534,0.40941,0.49728,0.38731,-0.051845,-0.20603,-0.93098,0.1857,-0.24102,-0.18462,-0.12263,-0.13048,0.24814,-0.21081,0.15324,0.19129,-0.054302,0.17984,0.1042,0.13401,-0.032929,0.14464,-0.15873,-0.20241,0.44792,0.14852,0.3926,0.031691,0.62807,-0.20849,0.28151,-0.7191,-0.44463,0.62948,-0.49328,0.56954,-0.33625,-0.64377,-0.44457,-0.0079088,-0.27695,-0.38308,0.16328
ears,-0.13267,-0.098313,-0.13273,0.92053,0.10195,0.1276,-0.11018,-0.091886,0.46178,0.14994,-0.076436,-0.5185,-0.71108,-0.41354,0.1664,0.5849,-0.080981,0.2815,0.052141,0.47194,0.19582,-0.087365,-0.5542,-0.24334,-0.17994,0.14156,0.028083,0.52242,0.10806,0.23511,-0.33392,0.3555,-0.3086,0.45039,0.2145,0.031713,0.022524,0.18472,-0.13471,0.076336,-0.32381,0.019484,0.10452,0.62695,0.2357,-0.18631,0.36737,0.32091,0.0063955,-0.45949,0.3669,0.17338,0.42527,-0.018111,-0.25348,-0.45589,0.30222,0.39937,0.42837,0.27079,0.40858,0.13256,0.12272,-0.72683,0.02504,-0.32783,0.090658,-0.15456,-0.51888,-0.56646,-0.55186,0.29271,0.22567,-0.6472,0.12048,-0.036379,-0.14978,-0.11693,0.14504,-0.33403,0.13402,0.58424,0.0012832,0.04393,-0.23083,0.55471,0.31878,0.25842,-0.70172,-0.3148,-0.17724,-0.13783,0.67307,-0.19817,-0.63472,-0.24217,0.35424,-0.24351,-0.17487,-0.096311
spots,0.51761,0.12542,0.31836,0.51859,-0.24304,0.061591,-0.21528,-0.321,0.35949,-0.44089,-0.10402,-0.04588,-0.59025,-0.065911,-0.16677,0.2273,0.14219,-0.33823,-0.033051,-0.15157,0.43544,-0.10217,-0.29318,-0.21988,-0.362,0.20793,0.0022884,0.34534,-0.11618,0.0091783,-0.54467,0.18817,-0.56181,0.041078,-0.32981,-0.20322,0.13826,0.60443,0.55305,0.4269,-0.058688,-0.26843,-0.084923,0.53521,0.40486,-0.12218,0.055966,0.35324,-0.11467,-0.02873,0.27938,0.15183,0.1602,-0.5698,-0.47552,0.1057,0.076681,0.17742,0.13299,-0.29008,0.35019,-0.23979,0.53649,-0.52627,-0.053441,-0.3119,-0.20043,0.32857,-0.23611,-0.41962,-0.30466,0.45908,0.019043,-0.58437,0.08878,0.15705,-0.18286,0.079112,-0.020928,-0.092833,0.49208,0.2484,0.27814,0.11652,-0.55051,0.13343,0.54083,0.081574,-0.37125,-0.13756,0.32625,0.079868,0.27471,-0.018873,-0.08678,-0.15825,0.091452,-0.36728,-0.35847,-0.48301
shark,-0.16448,-0.61629,-0.020409,-0.28311,-0.31076,-0.74048,0.16971,-0.15199,0.23253,-1.0487,0.24994,0.26306,-0.34618,-0.24532,-0.27831,0.75626,-0.061332,0.21683,-0.35666,-0.14393,0.38039,-0.14304,-0.18383,-0.24874,-0.13688,0.062737,0.17766,-0.035864,-0.67147,-0.47873,-0.62059,0.03774,-0.40003,-0.10895,0.043685,-0.11751,0.04691,-0.033608,0.34871,0.36549,-0.023623,-0.12113,0.41541,0.24832,0.53312,0.32414,-0.073196,-0.13594,-0.13091,-0.11375,-0.37338,-0.25801,0.15675,-0.76966,-0.18245,-0.075641,0.018051,0.43549,0.43778,0.34472,0.0040545,0.18595,0.25421,-1.0771,0.038238,-0.055878,-0.036201,0.072565,-0.0605,0.024802,-0.12979,0.06301,0.32826,-0.39445,0.594,0.022015,0.061836,-0.043306,-0.18216,-0.080084,0.16961,0.29477,0.68293,0.50334,-0.080881,0.73752,-0.37116,0.39877,-0.79782,-0.22913,0.27054,-0.24022,0.24183,-0.27852,-0.7202,-0.16127,0.53952,-0.32566,-0.36424,-0.31195
tough,-0.4581,0.064675,0.1718,0.30108,0.10104,-0.10997,-0.17504,0.051025,0.42527,0.042003,0.0082813,-0.44999,-0.29788,-0.30741,0.023761,0.066669,0.031464,0.54894,0.22097,0.13241,0.8951,-0.1033,-0.45363,0.48657,-0.59803,-0.1313,-0.081104,0.11116,0.087342,-0.33359,-0.29304,0.20664,-0.10073,-0.061067,-0.25778,0.13951,0.019803,0.20115,-0.38858,0.2252,-5.3822e-4,0.11113,0.21931,0.42347,0.36417,0.10688,-0.36794,-0.0046083,-0.077869,-0.16839,-0.5088,0.45294,-0.090702,-0.24768,-0.035258,-0.22133,0.73678,-0.17525,0.0067919,0.093742,-0.14499,0.039594,-0.030445,-0.59723,-0.059935,-0.16893,-0.11627,0.096448,-0.4087,-0.092628,-0.49515,0.40304,-0.0064989,0.097551,-0.0061149,-0.035951,-0.30262,0.48391,-0.21096,-0.12856,0.050077000000000003,0.28495,0.44367,0.046496,-0.24128,-0.37141,0.076001,0.39438,-0.19722,-0.45269,-0.20293,-0.19506,0.42865,-0.16021,-0.61357,-0.64725,0.32935,-0.57959,-0.33874,-0.048825
rounded,0.094009,-0.32007,0.19039,0.32327,-0.15935,0.20957,0.0044135,-0.1099,0.37115,0.001501,0.14277,-0.37383,-0.46348,-0.36673,0.20548,0.20092,0.36646,0.18389,-0.1821,-0.060671,0.51968,-0.042009,-0.49013,-0.11285,0.044193,-0.022251,-0.17798,0.22359,0.028501,0.22287,-0.72829,0.5147,-0.0052954,-0.27085,-0.31204,-0.18131,0.048156,0.17301,0.1098,0.19573,-0.20435,-0.069154,0.23414,0.17945,0.046765,0.25606,-0.10305,0.40086,0.20869,-0.13745,-0.038833,0.13662,0.54901,-0.090299,-0.50431,-0.38568,0.14545,0.29846,0.46808,0.31237,0.6224,0.16676,0.42016,-0.45406,-0.11342000000000001,0.054902,0.32693,0.064749,-0.34634,-0.39603,0.065677,0.24573,0.28613,-0.24215,0.4407,-0.21442,-0.11161,0.34916,0.02614,-0.77251,0.042561,-0.074012,0.10871,0.070772,-1.014,-0.026896,0.31518,-0.05546,-0.34807,-0.30322,-0.048917,0.21341,0.42846,-0.20134,-0.39833,-0.72184,0.21834,-0.40794,-0.23014,0.038895
swan,-0.032281,-0.87655,-0.38708,0.35059,-0.093577,0.15683,-0.18235,-0.55024,0.5932,-0.95292,-0.52117,-0.19395,-0.32608,-0.0091912,-0.23994,0.2888,0.3239,0.1444,0.28423,-0.16064,0.28328,0.074088,-0.58535,0.056887,-0.118,0.33024,0.044381,0.69794,-0.38123,0.054378,-0.024345,-0.040273,-0.59439,-0.021565,0.25938,-0.084863,0.25099,-0.016692,0.2981,0.010599,0.23624,0.23519,0.086203,-0.10045,0.43049,0.297,0.25057,0.18628,0.12599,-0.46306,0.14495,-0.033973,0.03307,-0.39461,-0.10884,0.24872,0.32311,0.13235,0.32322,0.11386,-0.029907,-0.016335,0.093658,-0.16354,0.021533,0.16211,0.15071,0.10818,-0.76291,-0.2091,-0.0927,0.23885,-0.088464,0.0044182,0.15139,0.26282,0.55464,0.06187,0.19474,-0.26419,-0.10754,0.20725,-0.021175,0.10668,-0.052686,0.46731,-0.54652,-0.30577,-0.85927,0.098828,0.64336,-0.3514,0.18404,0.48758,0.26702,-0.08545,0.42793,-0.20976,-0.30136,-0.67109
amber,-0.33277,-0.3407,0.40975,0.21405,0.39617,-0.095931,-0.41829,0.10047,-0.081002,-1.021,-0.035915,-0.070456,-0.42521,0.17547,0.10253,-0.50485,0.43807,0.18906,0.26104,-0.012879,0.62159,-0.28701,-0.52274,0.16387,-0.44131,0.51595,-0.25483,0.55317,-0.2734,-0.42411,0.29585,-0.40336,-0.63029,0.13263,-0.31778,-0.31482,0.28444,0.53812,0.38206,0.48501,-0.010022,0.10532,-0.20067,0.17406,0.66071,-0.1938,-0.064242,0.24557,-0.24651,0.098449,0.13086,-0.097126,0.15055,-0.24413,-0.32712,0.23424,-0.2875,0.29958,0.16387,-0.071708,0.46483,0.016366,0.20207,0.1534,0.137,-0.18813,-0.22087,0.17791,-0.6949,0.53664,-0.15825,0.039125,0.0062474,-0.24608,0.061483,-0.27754,0.19265,-0.08043,-0.02678,-0.13951,0.26039,-0.012799,0.21763,0.17635,0.063328,0.31665,0.10725,0.51316,-0.19856,0.34999,0.38559,0.38097,0.13042,-0.079961,-0.1267,-0.43172,0.27319,-0.093526,-0.2193,0.13292
beaver,-0.14667,-0.51153,0.23626,-0.01678,0.36232,-0.59219,-0.010045,-0.0067226,0.74109,-0.082822,-0.060407,0.078108,-0.079166,-0.42264,-0.44235,0.18052,0.39162,-0.2057,0.068038,0.28127,0.49902,0.060727,-0.44122,0.12301,-0.081287,0.14042,0.13575,0.13919,-0.50763,0.085857,-0.12568,-0.15493,-0.36787,-0.27854,0.40556,-0.18907,0.33721,-0.29716,0.3673,-0.046005,-0.28647,-0.30979,-0.24335,0.23432,0.65646,0.28011,0.28927,0.18648,-0.062854,-0.40481,-0.16157,-0.26303,-0.38161,-0.56385,0.16431,0.17288,0.18909,0.3712,0.011869,0.18225,0.49389,-0.12297,0.5081,-0.621,0.054672,-0.42195,0.2216,0.32492,-0.65728,-0.57059,-0.17435,0.19154,0.2138,-0.024612,0.13576,-0.11787,0.65849,-0.20678,0.32548,0.3605,-0.3074,0.12953,0.16716,0.56868,0.14794,0.25636,-0.017381,-0.46284,-0.70305,0.39286,0.023467,-0.15959,0.44182,-0.44832,-0.26999,-0.61833,0.13515,-0.42413,0.23117,-0.25882
tan,-0.10897,0.52368,0.27194,0.71668,-0.37392,0.26802,0.058288,-0.098344,-0.34776,-0.24757,-0.093752,-0.011671,-0.51271,-0.1994,-0.002681,-0.034685,0.32644,-0.44028,0.057787,-0.4105,-0.016915,-0.33153,-0.56155,0.11941,-0.14036,0.37639,-0.16605,0.24753,-0.2187,0.15409,-0.3493,0.57336,-0.37917,-0.19385,-0.6513,-0.27722,0.31845,0.93671,1.1583,0.33083,0.6535,-0.28638,-0.021213,-0.15907,0.5224,0.043373,0.19302,-0.23287,-0.46035,-0.25895,-0.08331,0.55246,0.0035657,-0.69866,-0.029543,0.011696,0.39284,0.2238,0.0025981,0.10593,0.12555,0.13665,0.0093818,-0.69451,0.35335,-0.45324,0.03002,-0.20377,-0.69197,-0.22009,0.005733,0.018712,0.30938,-0.32702,-0.14529,-0.36075,-0.27395,0.14618,0.54037,0.1028,-0.039812,0.32075,0.40366,-0.66655,-0.45686,1.0001,-0.064905,-0.35456,-0.57306,0.087931,-0.37058,-0.15814,0.52992,-0.3884,0.26384,-0.78655,0.11385,0.074936,-0.24649,-0.022202
wool,0.011674,0.086877,0.48497,0.86547,0.33105,-0.021281,-0.077674000000000007,-0.20717,0.39405,0.20888,-0.039374,0.088982,-0.22034,-0.51063,0.020945,-0.47782,0.34696,0.82116,-0.060111,0.31989,0.52208,-0.47989,-0.51809,0.43817,-0.5584,0.33524,0.2204,0.54231,-0.28832,-0.40579,0.26738,-0.30784,-0.69796,-0.070178,-0.02952,0.045359,0.20465,0.039246,-0.025019,-0.24948,-0.094711,-0.57846,-0.22501,-0.10973,0.1764,0.12008,-0.12938,0.76584,-0.60634,-0.45332,0.10108,0.28446,0.25686,-0.25623,-0.13448,-0.1619,0.098038,-0.0383,0.40177,0.49602,0.80167,0.34882,0.42413,-0.65676,0.13433,-0.29023,-0.41169,-0.19664,-0.39219,0.47795,-0.62967,0.41262,0.46346,-0.70591,-0.34122,-0.21295,0.28615,-0.084001,-0.1253,0.21158,-0.08703,-0.035515,-0.12804,0.42701,-0.42636,0.26651,0.080562,0.65618,0.098172,-0.58784,0.31191,-0.89879,0.30866,-0.73569,0.25895,-0.44793,0.43151,-0.32068,-0.46444,0.15325
worm,-0.20785,-0.44844,-0.21319,-0.21613,0.31914,0.49048,-0.071865,-0.57462,0.45102,-0.73636,-0.02472,-0.0147,-0.24743,-0.13842,0.0053764,0.042605,-0.25067,0.093121,-0.02905,0.43244,0.19617,0.10227,-0.21463,0.010708,-0.27729,0.098397,0.07707,0.84785,-0.094132,-0.72847,0.060368,-0.068393,-0.40214,0.11191,0.36252,0.19492,0.079247,0.11196,-0.051495,5.5257e-4,0.17123,0.084596,-0.080245,0.59202,0.65101,-0.075814,0.17898,-0.25503,-0.69114,-0.26749,-0.010614,0.12526,0.22112,-0.049308,0.065101,-0.34327,-0.019978,0.15168,-0.050359,0.87218,0.094284,0.16435,0.1186,-0.70528,0.090468,0.19021,-0.20974,-0.15453,0.29702,-0.17348,-0.42601,-0.30166,-0.018003,-0.50193,0.0429,0.035178,0.51948,-0.24566,-0.21444,-0.23825,-0.095843,0.31688,0.51839,-0.076552,-0.10086,0.4095,-0.012083,0.028857,-0.11635,-0.44786,0.28622,-0.11863,0.57388,-0.65109,-1.2204,0.11226,0.038078,0.33648,-0.63629,-0.070511
donkey,-0.079972,-0.35313,-0.85359,0.6775,-0.0054666,-0.26002,0.32309,-0.16376,0.25891,-0.08559,0.14289,0.25406,-0.43777,-0.64262,-0.046695,0.27137,0.02149,-0.43894,0.074074,0.37745,0.4151,-0.045587,-0.54565,-0.13767,0.2639,0.025248,0.091076,0.18286,0.31294,-0.22793,-0.1747,-0.14166,-0.8589,-0.41621,-0.49335,-0.32016,-0.15154,-0.19866,0.27344,-0.05378,0.50511,-0.090708,-0.11469,0.25681,0.25661,-0.15281,0.01526,-0.52445,0.293,-0.73076,0.087898,0.40914,0.214,-0.067805,0.11741,0.35682,0.33699,0.12674,0.52194,-0.0051417,-0.1039,-0.10866,0.038635,-0.88265,-0.20041,-0.26555,-0.27156,0.067811,0.063995,0.34578,-0.22754,0.32398,-0.063937,-0.93602,0.045485,-0.1434,0.1039,-0.15159,0.23274,0.17944,-0.10963,0.84402,0.32186,0.014893,0.092204,0.37758,0.12418,0.1344,-1.0794,-0.67344,0.37843,-0.19478,0.39765,-0.47025,-0.63495,-0.089307,-0.18,-0.31482,-0.3486,-0.22487
stripes,-0.035436,-0.37697,0.34964,0.80882,-0.083278,0.23831,-0.24607,-0.12243,0.28867,-0.44639,-0.10456,-0.13321,-0.40043,-0.0010918,0.041939,-0.016441,0.23123,-0.28842,-0.28584,-0.15832,-0.032664,-0.20295,-0.49578,-0.040192,-0.55332,-0.058016,0.0071749,0.16571,-0.14831,-0.031385,-0.54393,0.03914,-0.092818,0.068483,-0.040884,-0.30452,0.04357,0.23055,0.46097,-0.13261,0.39842,-0.14408,-0.079018,0.16696,0.27718,-0.38548,0.032802,0.63696,-0.24779,0.098735,0.23784,0.19761,0.40277,-0.31443,-0.39703,-0.1063,0.48169,0.19762,0.40914,-0.019679,-0.022767,-0.26503,0.61084,-0.4119,-0.18973,-0.47787,-0.40273,0.18941,-0.76675,0.0054406,-0.54184,0.12169,0.1802,-0.6292,0.29619,-0.063653,0.14688,-0.14509,0.15284,-0.72523,-0.35671,0.11207,0.75076,-0.38769,-0.63863,-0.12037,0.50977,-0.22291,-0.50095,-0.07433,0.20023,0.42376,0.40503,-0.35347,0.21973,-0.72727,0.46041,-0.20266,-0.098409,-0.20018
goat,-0.32956,-0.26729,0.0040928,0.33084,-0.036941,-0.24868,0.31499,0.15129,0.25348,0.08841,-0.15415,0.15067,-0.84858,-0.62819,-0.11425,0.21897,0.39615,-0.47403,0.063108,0.7737,0.1391,-0.071579,-0.50767,0.080805,0.086701,0.23071,0.11418,0.61347,-0.16724,0.098095,-0.19044,-0.31538,-0.60432,0.076098,0.14248,-0.26255,-0.11595,-0.27162,0.052431,-0.15034,0.16853,0.18881,-0.18438,0.31405,0.29254,0.20663,-0.093775,0.31869,-0.18747,-0.6244,0.11289,0.065902,0.17041,-0.10741,0.18008,0.26266,0.14419,0.15414,0.40899,0.10676,0.60421,-0.086465,-0.26015,-0.87338,-0.11473,-0.33856,-0.29166,-0.20963,-0.066253,0.0012583,-0.17689,-0.049993,0.10281,-0.26417,-0.0027612,-0.022385,0.074039,-0.0038705,0.36687,-0.080374,-0.13126,0.72991,-0.1069,0.51189,-0.23601,0.52181,0.39004,0.2756,-0.64918,-0.32734,0.406,-0.63227,0.853,0.047864,-0.24354,-0.80462,0.22158,-0.3041,-0.48018,-0.25743
frog,-0.28569,-0.51799,-0.093069,0.49315,-0.024149,0.0040993,-0.020211,-0.44791,0.51471,-0.83183,-0.22044,0.08956,-0.57981,-0.18507,-0.50201,0.24309,0.094439,-0.28951,0.13582,0.63495,0.19266,-0.082225,-0.24908,0.18696,-0.12307,-0.21239,-0.13052,0.32893,-0.13918,-0.092593,-0.092319,0.13173,-0.095693,0.0053326,0.4367,0.045076,0.23923,-0.19082,0.2689,0.24708,0.15751,0.041882,-0.11363,0.19321,0.60902,-0.039474,0.13318,0.057288,0.1619,-0.30206,-0.085836,0.085409,0.17331,-0.36495,-0.12258,-0.095954,0.45936,0.19413,0.14726,0.13353,0.18483,-0.11226,0.057832,-0.97072,0.13759,0.090243,-0.48549,0.22437000000000001,-0.2728,-0.39892,-0.091376,0.16979,0.02392,-0.26053,0.36066,-0.11941,0.29651,-0.12335,-0.16604,-0.13711,0.11156,0.72358,0.40051,0.10706,0.48331,0.046403,-0.15276,-0.23614,-0.54948,-0.43069,0.43454,-0.20761,0.40299,-0.3759,-0.57202,-0.52224,0.33062,-0.036977,-0.31762,-0.16753
toad,-0.6087,-0.79305,-0.43762,0.044243,0.27368,0.11546,-0.086607,-0.50924,0.21247,-1.0747,0.069143,0.29553,-0.25079,-0.88901,-0.1983,0.15572,0.22071,-0.7342,-0.41905,0.433,0.3741,0.097244,-0.094997,-0.20196,-0.31988,-0.13698,-0.28702,0.2435,0.011022,-0.026776,-0.33285,0.55473,-0.19784,-0.03435,0.094503,-0.063782,0.54189,0.67908,0.055431,0.19073,-0.093209,-0.31085,-0.31674,0.57664,0.63345,0.38544,-0.055164,-0.23797,0.40635,-0.28148,0.16486,4.6631e-4,-0.051572,-0.58619,0.016524,0.25913,0.0062952,0.20133,0.32375,0.034754,0.55329,0.19866,-0.29923,-0.79376,-0.21099,-0.46373,-0.26966,0.45036,-0.76959,-0.1963,0.07061,0.13484,0.1271,-0.14207,0.54838,-0.4773,0.23867,0.30181,-0.09378,-0.1056,0.25699,0.72582,0.3369,0.23449,0.16456,0.18686,-0.28169,-0.024502,-0.18087,-0.66016,0.25866,0.29731,0.017284,-0.51941,-0.66409,-0.65397,0.51139,-0.48284,-0.26421,-0.10004
horns,0.12441,-0.48709,-0.55979,0.50187,-0.27759,0.43836,-0.39002,-0.16726,0.23998,0.029833,-0.039681,-0.22055,-0.40154,-0.55171,0.035168,0.4998,0.273,-0.17934,0.048989,0.50041,0.25544,0.13122,-0.49765,-0.14745,-0.28389,0.23287,-0.2222,0.34482,0.01381,0.37236,-0.17655,0.10623,-0.37835,0.41994,0.32808,0.082203,-0.050086,-0.17108,-0.21972,-0.070209,0.48338,0.005641,-0.084413,0.56559,0.18159,0.0099313,0.5279,0.53598,-0.085135,-0.114,0.21506,0.059973,0.39097,0.092922,-0.15469,-0.49096,0.62301,0.18097,1.0269,-0.14897,0.57936,-0.06342,0.3013,-0.85107,0.21678,-0.47519,0.07984,-0.45681,-0.46828,-0.066347,0.032915,-0.35347,0.22116,-0.35251,0.42147,-0.0020732,0.24104,-0.079393,0.049533,-0.64946,0.21229,0.42846,0.15935,0.15511,-0.32103,0.29534,0.45856,0.53583,-0.21307,-0.28152,0.57195,-0.28068,0.5453,-0.22179,-0.091604,-0.61055,0.31296,-0.087643,-0.20395,-0.21225
tails,-0.019331,-0.15796,-0.19186,0.19687,0.14065,-0.17262,-0.30291,-0.034744,0.34783,-0.65738,-0.14966,-0.015165,-0.46672,-0.25453,-0.070306,0.42606,0.092277,-0.24685000000000001,0.064976,-0.028896,0.37493,-0.041943,-0.73935,-0.23073,0.045554,0.1694,-0.28379,0.21609,-0.10597,0.097776,-0.62357,0.18414,-0.24084,0.14873,-0.16064,-0.3147,-0.045383,0.25527,0.10662,0.24781,-0.09245,0.098359,-0.25344,-0.096195,0.29322,-0.019791,-0.065877,-0.052625,-0.05899,-0.48276,-0.17402,0.13888,0.079082,-0.48391,-0.43221,-0.09911,0.12296,0.2895,0.035729,-0.073137,0.093346,-0.38774,0.49755,-0.54713,0.49529,-0.16173,0.19431,0.30238,-0.341,-0.26338,-0.2124,0.019575,0.51647,-1.0437,0.43859,-0.1678,0.0025526,-0.27615,-0.24815,-0.66635,0.388,0.55935,0.47414,0.010847,-0.2053,0.37095,-0.088055,0.18471,-0.90631,-0.1955,-0.20699,0.054121,0.64814,-0.59745,-0.30749,-0.52074,0.12478,-0.26726,0.014588,-0.16888
panther,-0.20238,-0.72246,0.35485,0.46376,-0.028065,-0.088325,-0.31513,-0.24161,0.12784,-0.44182,0.074348,0.080107,-0.28719,-0.44132,-0.41068,-0.025709,0.089332,-0.27746,0.12866,-0.2307,0.10932,0.18837,-0.67866,0.36843,-0.63765,-0.074268,0.4047,0.18755,0.045947,-0.37806,-0.56104,0.36672,-0.10397,0.15637,0.12944,5.4777e-4,0.24426,0.58362,0.2437,-0.32349,0.021763,-0.20762,0.037959,0.24392,0.53297,-0.1436,0.0128,-0.41027,-0.29032,-0.19673,0.066538,0.4101,0.41848,-0.76094,0.07851,0.39327,0.46206,0.50158,0.20093,-0.15281,0.079518,-0.089454,-0.08303,-0.5728,0.16191,-0.23595,-0.41765,0.069991,-0.58943,-0.050528000000000003,-0.063946,0.02388,-0.32521,0.06278,0.49035,-0.21581,0.096835,-0.21546,0.14288,-0.14962,-0.31606,0.45629,1.0172,-0.027033,0.070921,0.21962,-0.35001,-0.27492,-0.45098,-0.084925,0.0024869,0.48598,0.38253,-0.34385,0.009951,-0.022937,-0.028005,-0.23471,-0.058929,-0.11603
gentle,-0.22785,-0.37434,-0.18481,-0.017161,0.14324,-0.04941,0.085705,-0.186,0.48866,-0.030285,-0.43247,-0.50164,-0.64068,-0.30111,0.30708,0.81198,-0.18554,0.12015,0.293,0.077878,0.62613,0.37977,-0.26302,-0.032064,-0.32211,-0.09646,-0.20399,0.3611,-0.29906,0.32418,-0.18088,0.48156,-0.67824,0.18788,-0.25549,-0.26176,-0.06215,0.17104,0.16889,-0.070931,-0.14308,-0.13202,0.07759,0.41012,0.3233,-0.083233,0.022046,-0.17912,0.18122,-0.033579,-0.13697,0.053896,-0.37803,-0.31547,-0.13279,-0.18236,0.10573,-0.29809,-0.11236,0.36669,-0.17738,0.020943,-0.28607,-0.21924,0.1683,-0.26887,-0.23161,-0.90022,-0.76435,-0.13232,-0.15459,0.36574,0.26589,0.079407,-0.18303,0.015479,-0.37504,0.23536,-0.01993,-0.089507,-0.077089,-0.058615,-0.064553,0.12843,-0.26996,0.1033,0.48329,0.35082,-0.49451,-0.31167,0.37343,0.084631,0.41224,-0.18175,-0.0069708,-0.54384,-7.7971e-4,-0.36731,-0.11435,0.087676
